ticker,name,exchange,sector,industry,market_cap,shares_outstanding,listing_date
052860,아이앤씨,KOSDAQ,,벤처기업부,75487458150,17866854,
052900,KX하이텍,KOSDAQ,,우량기업부,86251601250,76668090,
053030,바이넥스,KOSDAQ,,중견기업부,228462474120,32684188,
053050,지에스이,KOSDAQ,,우량기업부,50439138154,29987597,
053060,세동,KOSDAQ,,중견기업부,24384895639,17657419,
053080,케이엔솔,KOSDAQ,,중견기업부,114398301600,12999807,
053160,프리엠스,KOSDAQ,,중견기업부,54540000000,6000000,
053260,금강철강,KOSDAQ,,우량기업부,88920000000,18720000,
053270,구영테크,KOSDAQ,,우량기업부,52573156790,27410405,
053280,예스24,KOSDAQ,,중견기업부,80250000000,25000000,
053290,NE능률,KOSDAQ,,중견기업부,28342616505,16526307,
053300,한국정보인증,KOSDAQ,,우량기업부,183065842960,40591096,
053350,이니텍,KOSDAQ,,중견기업부,81037519200,22021065,
053450,세코닉스,KOSDAQ,,우량기업부,51774810500,14792803,
053580,웹케시,KOSDAQ,,우량기업부,87960620440,12954436,
053610,프로텍,KOSDAQ,,우량기업부,583200000000,9000000,
053620,태양,KOSDAQ,,우량기업부,56588000000,8600000,
053700,삼보모터스,KOSDAQ,,우량기업부,111271127905,26715757,
053800,안랩,KOSDAQ,,우량기업부,628647589000,11126506,
053950,경남제약,KOSDAQ,,중견기업부,31587634890,19619649,
053980,오상자이엘,KOSDAQ,,우량기업부,47551871415,18982783,
054040,한국컴퓨터,KOSDAQ,,우량기업부,82927856400,16071290,
054050,NH농우바이오,KOSDAQ,,우량기업부,109809342850,16030561,
054090,삼진엘앤디,KOSDAQ,,중견기업부,23960862720,24959232,
054180,메디콕스,KOSDAQ,,관리종목(소속부없음),12686716395,5527981,
054210,이랜텍,KOSDAQ,,우량기업부,195753965400,25291210,
054220,비츠로시스,KOSDAQ,,벤처기업부,17740177944,12590616,
054300,팬스타엔터프라이즈,KOSDAQ,,벤처기업부,57928815945,57870945,
054410,케이피티유,KOSDAQ,,중견기업부,19727599580,5726444,
054450,텔레칩스,KOSDAQ,,중견기업부,147959156410,15144233,
054540,삼영엠텍,KOSDAQ,,우량기업부,88790000000,13000000,
054620,APS,KOSDAQ,,중견기업부,79095150300,18394221,
054670,대한뉴팜,KOSDAQ,,우량기업부,81105298000,14354920,
054780,키이스트,KOSDAQ,,중견기업부,25712393244,19657793,
054800,아이디스홀딩스,KOSDAQ,,중견기업부,155630250240,10347756,
054920,한컴위드,KOSDAQ,,중견기업부,115548946695,28217081,
054930,유신,KOSDAQ,,우량기업부,52080000000,3000000,
054940,엑사이엔씨,KOSDAQ,,중견기업부,25211896480,33173548,
054950,제이브이엠,KOSDAQ,,우량기업부,291970891800,12089892,
056080,유진로봇,KOSDAQ,,중견기업부,545238030360,38235486,
056090,시지메드텍,KOSDAQ,,벤처기업부,110177391412,103259036,
056360,코위버,KOSDAQ,,벤처기업부,58388928000,9796800,
056700,신화인터텍,KOSDAQ,,중견기업부,41517504675,29135091,
056730,CNT85,KOSDAQ,,중견기업부,20780776274,14822237,
057030,YBM넷,KOSDAQ,,중견기업부,36458877795,16312697,
057540,옴니시스템,KOSDAQ,,중견기업부,45911769164,59394268,
057680,티사이언티픽,KOSDAQ,,벤처기업부,27637590750,15792909,
058110,멕아이씨에스,KOSDAQ,,기술성장기업부,26290768140,16050530,
058400,KNN,KOSDAQ,,우량기업부,61116315780,13242972,
058450,한주에이알티,KOSDAQ,,투자주의환기종목(소속부없음),19151081040,5013372,
058610,에스피지,KOSDAQ,,우량기업부,2415114504000,22177360,
058630,엠게임,KOSDAQ,,우량기업부,80722068200,18772574,
058820,CMG제약,KOSDAQ,,중견기업부,109463307884,148123556,
058970,엠로,KOSDAQ,,기술성장기업부,195332145200,12362794,
059090,미코,KOSDAQ,,벤처기업부,545361816960,33416778,
059100,아이컴포넌트,KOSDAQ,,벤처기업부,36768472000,7070860,
059120,아진엑스텍,KOSDAQ,,벤처기업부,127804260680,18310066,
059210,메타바이오메드,KOSDAQ,,우량기업부,105561063825,27171445,
059270,해성에어로보틱스,KOSDAQ,,기술성장기업부,67661711940,11165299,
060150,인선이엔티,KOSDAQ,,중견기업부,136463017940,45563612,
060230,제이케이시냅스,KOSDAQ,,중견기업부,15978079062,11260098,
060250,NHN KCP,KOSDAQ,,우량기업부,532931307970,40160611,
060260,뉴보텍,KOSDAQ,,벤처기업부,17398432224,13342356,
060280,큐렉소,KOSDAQ,,중견기업부,373813697400,41259790,
060310,3S,KOSDAQ,,벤처기업부,61124014080,53059040,
060370,LS마린솔루션,KOSDAQ,,우량기업부,1640300015600,52238854,
060380,동양에스텍,KOSDAQ,,중견기업부,23383900000,19700000,
060480,국일신동,KOSDAQ,,중견기업부,12088100000,11090000,
060540,에스에이티,KOSDAQ,,중견기업부,29268886080,26132934,
060560,HC홈센타,KOSDAQ,,중견기업부,46307713824,25388001,
060570,드림어스컴퍼니,KOSDAQ,,중견기업부,53945945144,74101573,
060590,씨티씨바이오,KOSDAQ,,중견기업부,73752111000,24181020,
060720,KH바텍,KOSDAQ,,중견기업부,254532501500,23677442,
060850,영림원소프트랩,KOSDAQ,,벤처기업부,42199890000,8131000,
060900,에이전트AI,KOSDAQ,,중견기업부,17440989010,3991073,
061040,알에프텍,KOSDAQ,,중견기업부,59718271800,9048223,
061090,세나테크놀로지,KOSDAQ,,중견기업부,256428095000,5467550,
061250,화일약품,KOSDAQ,,우량기업부,73990563360,8417584,
061970,LB세미콘,KOSDAQ,,중견기업부,239011569690,58083006,
062970,한국첨단소재,KOSDAQ,,중견기업부,66336969468,57088614,
063080,컴투스홀딩스,KOSDAQ,,중견기업부,84748217200,6595192,
063170,서울옥션,KOSDAQ,,중견기업부,93137159080,17774267,
063440,SM Life Design,KOSDAQ,,중견기업부,50757687680,45319364,
063570,NICE인프라,KOSDAQ,,우량기업부,108931252320,34147728,
063760,이엘피,KOSDAQ,,벤처기업부,23312825000,9325130,
064090,인크레더블버즈,KOSDAQ,,관리종목(소속부없음),39694710510,49742745,
064240,홈캐스트,KOSDAQ,,벤처기업부,52006682249,34694251,
064260,다날,KOSDAQ,,중견기업부,368771602875,75645457,
064290,인텍플러스,KOSDAQ,,중견기업부,383544308800,12957578,
064480,브리지텍,KOSDAQ,,벤처기업부,32630325000,11952500,
064520,테크엘,KOSDAQ,,중견기업부,33280731318,22351062,
064550,바이오니아,KOSDAQ,,중견기업부,179123419540,25810291,
064800,포니링크,KOSDAQ,,중견기업부,52656605540,25561459,
064820,케이프,KOSDAQ,,우량기업부,276816128550,30860215,
064850,에프앤가이드,KOSDAQ,,벤처기업부,200479533240,11410332,
065060,지엔코,KOSDAQ,,중견기업부,20846543280,5990386,
065130,탑엔지니어링,KOSDAQ,,중견기업부,44331080000,16004000,
065150,대산F&B,KOSDAQ,,중견기업부,24592704320,15938240,
065170,비엘팜텍,KOSDAQ,,투자주의환기종목(소속부없음),67551379060,27913793,
065350,신성델타테크,KOSDAQ,,우량기업부,875363743800,27483948,
065370,위세아이텍,KOSDAQ,,벤처기업부,23370214410,7383954,
065420,에스아이리소스,KOSDAQ,,중견기업부,7283384140,77482810,
065440,이루온,KOSDAQ,,벤처기업부,43858232160,27275020,
065450,빅텍,KOSDAQ,,벤처기업부,87455055895,29495803,
065500,오리엔트정공,KOSDAQ,,중견기업부,43785067200,35742912,
065510,휴비츠,KOSDAQ,,우량기업부,75383812350,10877895,
065530,와이어블,KOSDAQ,,우량기업부,61807676628,47838759,
065570,삼영이엔씨,KOSDAQ,,관리종목(소속부없음),12295692232,16093838,
065650,하이퍼코퍼레이션,KOSDAQ,,중견기업부,19910750353,10945987,
065660,안트로젠,KOSDAQ,,기술성장기업부,177107970000,10006100,
065680,우주일렉트로,KOSDAQ,,우량기업부,217151068500,9240471,
065690,파커스,KOSDAQ,,투자주의환기종목(소속부없음),18517018258,14049331,
065710,서호전기,KOSDAQ,,우량기업부,226600000000,5150000,
065770,CS,KOSDAQ,,벤처기업부,17497066496,10515064,
065950,웰크론,KOSDAQ,,중견기업부,27920757678,28231302,
066130,하츠,KOSDAQ,,우량기업부,44288000000,12800000,
066310,큐에스아이,KOSDAQ,,벤처기업부,69166292660,9271621,
066360,체리부로,KOSDAQ,,우량기업부,32127850050,47952015,
066410,버킷스튜디오,KOSDAQ,,투자주의환기종목(소속부없음),159637252154,138453818,
066430,아이로보틱스,KOSDAQ,,중견기업부,89661460040,39153476,
066590,스모트로닉,KOSDAQ,,중견기업부,102496533050,38677937,
066620,국보디자인,KOSDAQ,,우량기업부,180375000000,7500000,
066670,디티씨,KOSDAQ,,중견기업부,51215855320,18691918,
066700,테라젠이텍스,KOSDAQ,,중견기업부,81549465320,37152376,
066790,씨씨에스,KOSDAQ,,관리종목(소속부없음),97355245995,44152039,
066900,디에이피,KOSDAQ,,관리종목(소속부없음),39234267675,22744503,
066910,손오공,KOSDAQ,,중견기업부,26907130320,13386632,
066980,한성크린텍,KOSDAQ,,벤처기업부,75562960320,53590752,
067000,조이시티,KOSDAQ,,중견기업부,76194756140,69903446,
067010,이씨에스,KOSDAQ,,벤처기업부,20742592500,10888500,
067080,대화제약,KOSDAQ,,중견기업부,173693344500,18616650,
067170,오텍,KOSDAQ,,중견기업부,56429852010,27459782,
067280,멀티캠퍼스,KOSDAQ,,우량기업부,149651169750,5926779,
067290,JW신약,KOSDAQ,,중견기업부,112354391515,56037103,
067310,하나마이크론,KOSDAQ,,중견기업부,2121058721100,66490869,
067370,선바이오,KOSDAQ,,기술성장기업부,79267828090,12213841,
067390,아스트,KOSDAQ,,중견기업부,211842262237,421157579,
067570,엔브이에이치코리아,KOSDAQ,,중견기업부,73122780000,42170000,
067630,HLB생명과학,KOSDAQ,,투자주의환기종목(소속부없음),279190062820,121917058,
067730,로지시스,KOSDAQ,,중견기업부,20557084250,9673922,
067770,세진티에스,KOSDAQ,,관리종목(소속부없음),18724402390,8396593,
067900,와이엔텍,KOSDAQ,,우량기업부,107923977870,18199659,
067920,이글루,KOSDAQ,,우량기업부,60478654500,10996119,
067990,도이치모터스,KOSDAQ,,우량기업부,111473521000,29181550,
068050,팬엔터테인먼트,KOSDAQ,,중견기업부,31294305880,27694076,
068100,케이웨더,KOSDAQ,,기술성장기업부,27373695120,11927536,
068240,다원시스,KOSDAQ,,관리종목(소속부없음),96553495610,38163437,
068330,일신바이오,KOSDAQ,,중견기업부,40590416520,44216140,
068760,셀트리온제약,KOSDAQ,,우량기업부,1864897944000,44402332,
068790,DMS,KOSDAQ,,우량기업부,183270218880,22570224,
068930,디지털대성,KOSDAQ,,우량기업부,224447023620,27675342,
068940,셀피글로벌,KOSDAQ,,관리종목(소속부없음),35720093048,45912716,
069140,누리플랜,KOSDAQ,,벤처기업부,27278117828,15095804,
069330,유아이디,KOSDAQ,,벤처기업부,17122099740,16952574,
069410,엔텔스,KOSDAQ,,벤처기업부,29146524280,10244824,
069510,에스텍,KOSDAQ,,우량기업부,136265900000,10910000,
069540,빛과전자,KOSDAQ,,벤처기업부,325679582330,112691897,
069920,엑시온그룹,KOSDAQ,,관리종목(소속부없음),15343423030,14393455,
070300,엑스큐어,KOSDAQ,,벤처기업부,55276478324,35524729,
070590,인티큐브,KOSDAQ,,중견기업부,23720101389,13879521,
071200,인피니트헬스케어,KOSDAQ,,중견기업부,229570669780,24396458,
071280,로체시스템즈,KOSDAQ,,우량기업부,100498681710,15296603,
071670,에이테크솔루션,KOSDAQ,,중견기업부,52500000000,10000000,
071850,캐스텍코리아,KOSDAQ,,투자주의환기종목(소속부없음),33480094440,24260938,
072020,중앙백신,KOSDAQ,,벤처기업부,85069817390,9256781,
072470,우리산업홀딩스,KOSDAQ,,중견기업부,47312789205,18887341,
072770,멤레이비티,KOSDAQ,,중견기업부,32794557420,41512098,
072870,메가스터디,KOSDAQ,,우량기업부,155806934130,11920959,
072950,빛샘전자,KOSDAQ,,벤처기업부,68849815500,8052610,
072990,에이치시티,KOSDAQ,,우량기업부,49366391430,14498206,
073010,케이에스피,KOSDAQ,,우량기업부,110927850000,40191250,
073110,엘엠에스,KOSDAQ,,벤처기업부,43500241950,8895755,
073190,듀오백,KOSDAQ,,관리종목(소속부없음),15091698440,11968040,
073490,LIG아큐버,KOSDAQ,,우량기업부,243323072000,7603846,
073540,에프알텍,KOSDAQ,,벤처기업부,27360000000,11400000,
073560,우리손에프앤지,KOSDAQ,,우량기업부,102887137498,69237643,
073570,리튬포어스,KOSDAQ,,관리종목(소속부없음),19259724800,12037328,
073640,테라사이언스,KOSDAQ,,관리종목(소속부없음),76111715580,116378770,
074430,아미노로직스,KOSDAQ,,중견기업부,89903128440,88140322,
074600,원익QnC,KOSDAQ,,우량기업부,733435200000,26288000,
075130,플랜티넷,KOSDAQ,,벤처기업부,34824211200,16122320,
075970,동국알앤에스,KOSDAQ,,중견기업부,29716000000,18400000,
076080,웰크론한텍,KOSDAQ,,중견기업부,21012565080,22594156,
076610,해성옵틱스,KOSDAQ,,벤처기업부,68713968800,59236180,
077360,덕산하이메탈,KOSDAQ,,벤처기업부,444373879560,45437002,
078020,LS증권,KOSDAQ,,우량기업부,357853675500,55481190,
078070,유비쿼스홀딩스,KOSDAQ,,중견기업부,155406059730,17058843,
078130,국일제지,KOSDAQ,,중견기업부,413757954290,112740587,
078140,대봉엘에스,KOSDAQ,,우량기업부,90244753060,11086579,
078150,HB테크놀러지,KOSDAQ,,우량기업부,188676889060,92715916,
078160,메디포스트,KOSDAQ,,벤처기업부,380676695130,39204603,
078350,한양디지텍,KOSDAQ,,우량기업부,314034269200,15244382,
078590,휴림에이텍,KOSDAQ,,중견기업부,33072920890,9991819,
078600,대주전자재료,KOSDAQ,,우량기업부,1341133385200,15704138,
078860,아이오케이이엔엠,KOSDAQ,,투자주의환기종목(소속부없음),19211054680,6177188,
078890,가온그룹,KOSDAQ,,중견기업부,81438248060,18424943,
079000,와토스코리아,KOSDAQ,,중견기업부,30888000000,7200000,
079170,한창산업,KOSDAQ,,우량기업부,27508000000,5200000,
079190,케스피온,KOSDAQ,,벤처기업부,10192977314,9588878,
079370,제우스,KOSDAQ,,우량기업부,282874948800,31016990,
079650,서산,KOSDAQ,,중견기업부,88200000000,20000000,
079810,APS이노베이션,KOSDAQ,,우량기업부,69535743620,21528094,
079940,가비아,KOSDAQ,,우량기업부,624061806000,13420684,
079950,인베니아,KOSDAQ,,관리종목(소속부없음),16103549700,13799100,
079960,동양이엔피,KOSDAQ,,우량기업부,156696903500,7551658,
079970,투비소프트,KOSDAQ,,관리종목(소속부없음),7646223464,12829234,
080010,이상네트웍스,KOSDAQ,,중견기업부,78778918710,9835071,
080160,모두투어,KOSDAQ,,우량기업부,168021000000,18900000,
080220,제주반도체,KOSDAQ,,우량기업부,2600433891500,34442833,
080420,모다이노칩,KOSDAQ,,중견기업부,143100311490,79721622,
080470,성창오토텍,KOSDAQ,,벤처기업부,21279500000,7300000,
080520,오디텍,KOSDAQ,,벤처기업부,34589983935,11322417,
080530,코디,KOSDAQ,,중견기업부,22863027460,11071684,
080580,오킨스전자,KOSDAQ,,벤처기업부,280509701500,21090955,
080720,한국유니온제약,KOSDAQ,,관리종목(소속부없음),21562456300,7912828,
081150,티플랙스,KOSDAQ,,중견기업부,64311265300,24268402,
081180,쎄크,KOSDAQ,,기술성장기업부,51541124400,8825535,
081580,성우전자,KOSDAQ,,중견기업부,37374624630,15508143,
082210,옵트론텍,KOSDAQ,,중견기업부,72374093100,34963330,
082270,젬백스,KOSDAQ,,벤처기업부,510423910590,44269203,
082660,코스나인,KOSDAQ,,관리종목(소속부없음),47827617120,99640869,
082800,비보존 제약,KOSDAQ,,중견기업부,159996319910,60719666,
082850,우리바이오,KOSDAQ,,중견기업부,46179118834,48456578,
083310,엘오티베큠,KOSDAQ,,우량기업부,151563380830,17810033,
083450,GST,KOSDAQ,,우량기업부,877268000000,18430000,
083470,이엠앤아이,KOSDAQ,,벤처기업부,21553732290,21340329,
083500,에프엔에스테크,KOSDAQ,,우량기업부,107982901000,8306377,
083550,케이엠,KOSDAQ,,중견기업부,37415015400,13556165,
083640,인콘,KOSDAQ,,벤처기업부,27917345088,22958343,
083650,비에이치아이,KOSDAQ,,우량기업부,1562690937500,30944375,
083660,CSA 코스믹,KOSDAQ,,중견기업부,22109814150,7109265,
083790,CG인바이츠,KOSDAQ,,벤처기업부,68820292890,76894182,
083930,아바코,KOSDAQ,,우량기업부,162036828960,14677249,
084110,휴온스글로벌,KOSDAQ,,우량기업부,320293243600,12659812,
084180,수성웹툰,KOSDAQ,,관리종목(소속부없음),9633592839,18074283,
084370,유진테크,KOSDAQ,,우량기업부,2825547978600,22916042,
084440,유비온,KOSDAQ,,기술성장기업부,21504841204,19132421,
084650,랩지노믹스,KOSDAQ,,중견기업부,61247991750,74239990,
084730,팅크웨어,KOSDAQ,,중견기업부,72655632960,11109424,
084850,아이티엠반도체,KOSDAQ,,중견기업부,194619573720,22682934,
084990,헬릭스미스,KOSDAQ,,기술성장기업부,157867829725,46092797,
085660,차바이오텍,KOSDAQ,,중견기업부,846982627060,92972846,
085670,뉴프렉스,KOSDAQ,,우량기업부,75339840075,24500761,
085810,알티캐스트,KOSDAQ,,중견기업부,23990409241,14136953,
085910,네오티스,KOSDAQ,,중견기업부,242099055900,13794818,
086040,바이오톡스텍,KOSDAQ,,벤처기업부,36065638220,15958247,
086060,진바이오텍,KOSDAQ,,중견기업부,40986394120,8610587,
086390,유니테스트,KOSDAQ,,중견기업부,191052499040,21134126,
086670,비엠티,KOSDAQ,,우량기업부,160600819300,9925885,
086710,선진뷰티사이언스,KOSDAQ,,우량기업부,93843223200,12203280,
086820,바이오솔루션,KOSDAQ,,기술성장기업부,156840714250,25924085,
086890,이수앱지스,KOSDAQ,,중견기업부,135780556860,40774942,
086900,메디톡스,KOSDAQ,,우량기업부,560524569600,7298497,
086960,MDS테크,KOSDAQ,,우량기업부,86333200100,42528670,
086980,쇼박스,KOSDAQ,,중견기업부,128622280000,62438000,
087010,펩트론,KOSDAQ,,기술성장기업부,3998925525000,23317350,
087260,모바일어플라이언스,KOSDAQ,,벤처기업부,8040556667,32552861,
087600,픽셀플러스,KOSDAQ,,벤처기업부,33115392690,8166558,
088130,동아엘텍,KOSDAQ,,우량기업부,96868639560,17485314,
088280,쏘닉스,KOSDAQ,,기술성장기업부,47938977300,17306490,
088290,이원컴포텍,KOSDAQ,,관리종목(소속부없음),20498505040,7976072,
088340,유라클,KOSDAQ,,벤처기업부,30506932320,4364368,
088390,이녹스,KOSDAQ,,중견기업부,69079811840,9385844,
088800,에이스테크,KOSDAQ,,중견기업부,157053382720,75506434,
088910,동우팜투테이블,KOSDAQ,,우량기업부,55301792600,25721764,
089010,켐트로닉스,KOSDAQ,,우량기업부,364748087250,16770027,
089030,테크윙,KOSDAQ,,중견기업부,1774869595500,37053645,
089140,넥스턴앤롤코리아,KOSDAQ,,벤처기업부,35533662880,15316234,
089150,케이씨티,KOSDAQ,,벤처기업부,31487400000,17150000,
089230,THE E&M,KOSDAQ,,중견기업부,69158437200,38421354,
089600,KT나스미디어,KOSDAQ,,우량기업부,118689352380,11568163,
089790,제이티,KOSDAQ,,벤처기업부,42087293040,10315513,
089850,유비벨록스,KOSDAQ,,우량기업부,64076365650,14730199,
089890,코세스,KOSDAQ,,우량기업부,364869164000,16584962,
089970,브이엠,KOSDAQ,,우량기업부,1795485373000,26326765,
089980,상아프론테크,KOSDAQ,,우량기업부,222087723930,15989037,
090150,아이윈,KOSDAQ,,중견기업부,20895771207,41875293,
090360,로보스타,KOSDAQ,,중견기업부,748800000000,9750000,
090410,덕신이피씨,KOSDAQ,,우량기업부,35945594100,46084095,
090470,제이스로보틱스,KOSDAQ,,벤처기업부,77159162510,17476594,
090710,휴림로봇,KOSDAQ,,중견기업부,913430981560,119559029,
090850,현대이지웰,KOSDAQ,,우량기업부,125201919710,22477903,
091120,이엠텍,KOSDAQ,,중견기업부,71958331200,17132936,
091340,S&K폴리텍,KOSDAQ,,중견기업부,23582997815,11703721,
091440,한울소재과학,KOSDAQ,,투자주의환기종목(소속부없음),97832446140,34207149,
091580,상신이디피,KOSDAQ,,우량기업부,191793071410,13328219,
091590,남화토건,KOSDAQ,,중견기업부,52830000000,11740000,
091700,파트론,KOSDAQ,,우량기업부,274500000000,50000000,
091970,LSK아이로봇,KOSDAQ,,중견기업부,32889314700,7534780,
092040,아미코젠,KOSDAQ,,기술성장기업부,78992722666,70655387,
092070,디엔에프,KOSDAQ,,중견기업부,156220083000,11571858,
092130,이크레더블,KOSDAQ,,중견기업부,172825660000,12043600,
092190,서울바이오시스,KOSDAQ,,투자주의환기종목(소속부없음),272458195020,45868383,
092300,현우산업,KOSDAQ,,우량기업부,50273928145,20149871,
092460,한라IMS,KOSDAQ,,우량기업부,303525723200,17109680,
092600,앤씨앤,KOSDAQ,,관리종목(소속부없음),9622036354,5016703,
092730,네오팜,KOSDAQ,,우량기업부,322963978350,16027989,
092870,엑시콘,KOSDAQ,,우량기업부,210117831700,13050797,
093190,빅솔론,KOSDAQ,,우량기업부,165262193950,19238905,
093320,케이아이엔엑스,KOSDAQ,,우량기업부,685640000000,4880000,
093380,풍강,KOSDAQ,,중견기업부,25735610365,9879313,
093520,매커스,KOSDAQ,,우량기업부,275527526550,11901837,
093640,케이알엠,KOSDAQ,,벤처기업부,130553771100,32843716,
093920,서원인텍,KOSDAQ,,우량기업부,90954000000,18600000,
094170,동운아나텍,KOSDAQ,,우량기업부,669117952000,20909936,
094360,칩스앤미디어,KOSDAQ,,벤처기업부,221667744120,21355274,
094480,갤럭시아머니트리,KOSDAQ,,우량기업부,201249068940,39229838,
094820,일진파워,KOSDAQ,,우량기업부,179436637100,15078709,
094840,슈프리마에이치큐,KOSDAQ,,벤처기업부,145522657560,9806109,
094850,참좋은여행,KOSDAQ,,우량기업부,59290000000,14000000,
094860,네오리진,KOSDAQ,,중견기업부,71698518900,53110014,
094940,푸른로보틱스,KOSDAQ,,벤처기업부,53930939700,8361386,
094970,제이엠티,KOSDAQ,,벤처기업부,53761850400,16748240,
095190,신화프리텍,KOSDAQ,,중견기업부,124778003344,65260462,
095270,웨이브일렉트로,KOSDAQ,,벤처기업부,63023000310,14372406,
095340,ISC,KOSDAQ,,우량기업부,2971827531600,21197058,
095500,미래나노텍,KOSDAQ,,우량기업부,218620492950,31009999,
095660,네오위즈,KOSDAQ,,우량기업부,406332700020,21636459,
095700,제넥신,KOSDAQ,,기술성장기업부,121593118980,45540494,
095910,에스에너지,KOSDAQ,,중견기업부,26518102299,37296909,
096240,크레버스,KOSDAQ,,우량기업부,86717384600,10238180,
096250,와이즈넛,KOSDAQ,,기술성장기업부,78096363410,11814881,
096350,대창솔루션,KOSDAQ,,벤처기업부,66301716838,36854762,
096610,알에프세미,KOSDAQ,,투자주의환기종목(소속부없음),51550708615,17386411,
096630,에스코넥,KOSDAQ,,우량기업부,31657388062,15876323,
096690,에이루트,KOSDAQ,,중견기업부,21964717320,4022842,
096870,엘디티,KOSDAQ,,벤처기업부,18949957730,8347999,
097780,에코볼트,KOSDAQ,,중견기업부,24108189732,20293089,
097800,윈팩,KOSDAQ,,중견기업부,47184487805,27290045,
097870,효성오앤비,KOSDAQ,,중견기업부,38374800000,8490000,
098070,한텍,KOSDAQ,,중견기업부,278028525000,11121141,
098120,마이크로컨텍솔,KOSDAQ,,우량기업부,204494043600,8312766,
098460,고영,KOSDAQ,,우량기업부,2114330603000,68204213,
098660,에스티오,KOSDAQ,,중견기업부,21476676768,12500976,
099190,아이센스,KOSDAQ,,중견기업부,534885947400,28757309,
099220,SDN,KOSDAQ,,중견기업부,41228549250,62944350,
099320,쎄트렉아이,KOSDAQ,,우량기업부,808204316400,10951278,
099390,브레인즈컴퍼니,KOSDAQ,,벤처기업부,27826079370,8208283,
099410,동방선기,KOSDAQ,,벤처기업부,43470000000,14000000,
099430,바이오플러스,KOSDAQ,,우량기업부,225605042520,61640722,
099440,스맥,KOSDAQ,,중견기업부,267514104480,68243394,
099520,DGI,KOSDAQ,,관리종목(소속부없음),58141862016,45281824,
099750,이지케어텍,KOSDAQ,,벤처기업부,91653050830,13659173,
100030,인지소프트,KOSDAQ,,중견기업부,60748709000,3283714,
100120,뷰웍스,KOSDAQ,,우량기업부,229219551050,8971411,
100130,동국S&C,KOSDAQ,,중견기업부,85371642000,57143000,
100590,머큐리,KOSDAQ,,중견기업부,61102477925,17139545,
100660,서암기계공업,KOSDAQ,,중견기업부,37044000000,12600000,
100700,세운메디칼,KOSDAQ,,우량기업부,102492000000,43800000,
100790,미래에셋벤처투자,KOSDAQ,,우량기업부,778216467700,53120578,
101000,KS인더스트리,KOSDAQ,,중견기업부,12328645828,39641948,
101160,월덱스,KOSDAQ,,우량기업부,477993247350,16510993,
101170,우림피티에스,KOSDAQ,,벤처기업부,114345000000,13500000,
101240,씨큐브,KOSDAQ,,우량기업부,35320431720,11357052,
101330,모베이스,KOSDAQ,,중견기업부,82171952950,23147029,
101360,에코앤드림,KOSDAQ,,벤처기업부,124147075720,17786114,
101400,엔시트론,KOSDAQ,,중견기업부,21405279524,11741788,
101670,하이드로리튬,KOSDAQ,,중견기업부,47919945828,56777187,
101680,한국정밀기계,KOSDAQ,,중견기업부,21850400000,8404000,
101730,위메이드맥스,KOSDAQ,,중견기업부,277807893090,83803286,
101930,인화정공,KOSDAQ,,우량기업부,339968352240,45694671,
101970,우양에이치씨,KOSDAQ,,중견기업부,136807583250,14790009,
102120,어보브반도체,KOSDAQ,,벤처기업부,130688534550,17780753,
102370,케이옥션,KOSDAQ,,기술성장기업부,80900906250,25888290,
102710,이엔에프테크놀로지,KOSDAQ,,우량기업부,659383631400,14287836,
102940,코오롱생명과학,KOSDAQ,,중견기업부,213115016840,13090603,
103230,에스앤더블류,KOSDAQ,,중견기업부,18612000000,7200000,
103840,우양,KOSDAQ,,중견기업부,29459570400,16366428,
104040,디에스엠,KOSDAQ,,벤처기업부,72396625500,26813565,
104200,NHN벅스,KOSDAQ,,중견기업부,42925757250,14827550,
104460,디와이피엔에프,KOSDAQ,,우량기업부,89403858500,10518101,
104480,티케이케미칼,KOSDAQ,,중견기업부,146523439608,90895434,
104540,코렌텍,KOSDAQ,,기술성장기업부,55506677400,13407410,
104620,노랑풍선,KOSDAQ,,중견기업부,51272183600,16810552,
104830,원익머트리얼즈,KOSDAQ,,우량기업부,407868800000,12608000,
105330,케이엔더블유,KOSDAQ,,중견기업부,110534688000,16019520,
105550,엣지파운드리,KOSDAQ,,중견기업부,31087899247,78307051,
105740,디케이락,KOSDAQ,,우량기업부,70976220740,10168513,
105760,포스뱅크,KOSDAQ,,우량기업부,39489687125,10190887,
106080,케이이엠텍,KOSDAQ,,관리종목(소속부없음),9506998050,5761817,
106190,하이텍팜,KOSDAQ,,우량기업부,117602893380,10633173,
106240,파인테크닉스,KOSDAQ,,벤처기업부,31112174020,23877340,
107600,새빗켐,KOSDAQ,,벤처기업부,78535750600,5650054,
107640,한중엔시에스,KOSDAQ,,기술성장기업부,299596465300,9064946,
108230,톱텍,KOSDAQ,,우량기업부,120533686650,38023245,
108380,대양전기공업,KOSDAQ,,우량기업부,167619674160,9567333,
108490,로보티즈,KOSDAQ,,기술성장기업부,3547968776000,14661028,
108860,셀바스AI,KOSDAQ,,벤처기업부,294447802600,26914790,
109080,옵티시스,KOSDAQ,,벤처기업부,51118520000,5636000,
109610,에스와이,KOSDAQ,,중견기업부,91456838000,48907400,
109670,씨싸이트,KOSDAQ,,중견기업부,23229675960,5836602,
109740,디에스케이,KOSDAQ,,벤처기업부,108883501650,25710390,
109820,진매트릭스,KOSDAQ,,기술성장기업부,30549672720,20393640,
109860,동일금속,KOSDAQ,,우량기업부,66885000000,9100000,
