ticker,name,exchange,sector,industry,market_cap,shares_outstanding,listing_date,representative_industry,quote_type
JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",NASDAQ,Healthcare,Biotechnology,12811345.0,27996819.0,,바이오/제약,EQUITY
JTAI,Jet.AI Inc. - Common Stock,NASDAQ,Technology,Software - Application,9596617.0,1421721.0,,소프트웨어,EQUITY
JUNS,"Jupiter Neurosciences, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,10387047.0,43424110.0,,바이오/제약,EQUITY
JVA,"Coffee Holding Co., Inc. - Common Stock",NASDAQ,Consumer Defensive,Packaged Foods,24090290.0,5708599.0,,필수소비재,EQUITY
JWEL,Jowell Global Ltd. - Ordinary Shares,NASDAQ,Consumer Cyclical,Internet Retail,6177940.0,2376131.0,,소매/유통,EQUITY
JXG,JX Luxventure Group Inc. - Common Stock,NASDAQ,Consumer Cyclical,Apparel Manufacturing,109743680.0,12059877.0,,Apparel Manufacturing,EQUITY
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,NASDAQ,Industrials,Integrated Freight & Logistics,6064006.0,8190708.0,,운송/모빌리티,EQUITY
JYNT,The Joint Corp. - Common Stock,NASDAQ,Healthcare,Medical Care Facilities,136566688.0,14255396.0,,헬스케어,EQUITY
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",NASDAQ,Consumer Cyclical,Auto & Truck Dealerships,2006549.0,1328841.0,,운송/모빌리티,EQUITY
KALA,"KALA BIO, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,48891260.0,18589832.0,,바이오/제약,EQUITY
KALU,Kaiser Aluminum Corporation - Common Stock,NASDAQ,Basic Materials,Aluminum,3115009792.0,16340606.0,,Aluminum,EQUITY
KALV,"KalVista Pharmaceuticals, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,1437504000.0,53240888.0,,바이오/제약,EQUITY
KARO,Karooooo Ltd. - Ordinary shares,NASDAQ,Technology,Software - Application,1460326272.0,30893300.0,,소프트웨어,EQUITY
KBON,Karbon Capital Partners Corp. - Class A Ordinary Shares,NASDAQ,Financial Services,Shell Companies,444551520.0,35390000.0,,Shell Companies,EQUITY
KBSX,FST Corp. - Ordinary Shares,NASDAQ,Consumer Cyclical,Leisure,58643464.0,44766003.0,,여행/레저,EQUITY
KDK,"Kodiak AI, Inc. - Common Stock",NASDAQ,Technology,Software - Infrastructure,1185944960.0,193150662.0,,소프트웨어,EQUITY
KDP,Keurig Dr Pepper Inc. - Common Stock,NASDAQ,Consumer Defensive,Beverages - Non-Alcoholic,43143340032.0,1360559471.0,,필수소비재,EQUITY
KE,"Kimball Electronics, Inc. - Common Stock",NASDAQ,Industrials,Electrical Equipment & Parts,621905216.0,24048925.0,,산업재,EQUITY
KEEL,Keel Infrastructure Corp. - Common Stock,NASDAQ,Technology,Information Technology Services,3375402496.0,603828651.0,,Information Technology Services,EQUITY
KELYA,"Kelly Services, Inc. - Class A Common Stock",NASDAQ,Industrials,Staffing & Employment Services,417417056.0,31373149.0,,산업재,EQUITY
KELYB,"Kelly Services, Inc. - Class B Common Stock",NASDAQ,Industrials,Staffing & Employment Services,619833152.0,3296041.0,,산업재,EQUITY
KEQU,Kewaunee Scientific Corporation - Common Stock,NASDAQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",105282280.0,2866384.0,,Furnishings,EQUITY
KFFB,Kentucky First Federal Bancorp - Common Stock,NASDAQ,Financial Services,Banks - Regional,38735368.0,8086715.0,,금융,EQUITY
KG,"Kestrel Group, Ltd. - Common Stock",NASDAQ,Financial Services,Insurance - Reinsurance,91384672.0,7824030.0,,보험,EQUITY
KGEI,Kolibri Global Energy Inc. - Common stock,NASDAQ,Energy,Oil & Gas E&P,190981440.0,35630862.0,,에너지,EQUITY
KHC,The Kraft Heinz Company - Common Stock,NASDAQ,Consumer Defensive,Packaged Foods,28921116672.0,1185777638.0,,필수소비재,EQUITY
KIDS,OrthoPediatrics Corp. - Common Stock,NASDAQ,Healthcare,Medical Devices,457706592.0,25684994.0,,헬스케어,EQUITY
KIDZ,KIDZ AI Inc. - Class B Common Stock,NASDAQ,Consumer Defensive,Education & Training Services,1366376.0,781335.0,,Education & Training Services,EQUITY
KINS,"Kingstone Companies, Inc - Common Stock",NASDAQ,Financial Services,Insurance - Property & Casualty,235088960.0,14484841.0,,보험,EQUITY
KITT,"Nauticus Robotics, Inc. - Common stock",NASDAQ,Industrials,Aerospace & Defense,7154182.0,5002925.0,,항공우주/방산,EQUITY
KLAC,KLA Corporation  - Common Stock,NASDAQ,Technology,Semiconductor Equipment & Materials,332499288064.0,1306275210.0,,반도체,EQUITY
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",NASDAQ,Technology,Semiconductor Equipment & Materials,5920418304.0,52332877.0,,반도체,EQUITY
KLRA,"Kailera Therapeutics, Inc. - Common stock",NASDAQ,Healthcare,Biotechnology,2447494144.0,129565608.0,,바이오/제약,EQUITY
KLRS,"Kalaris Therapeutics, Inc.  - Common Stock",NASDAQ,Healthcare,Biotechnology,103020560.0,23792278.0,,바이오/제약,EQUITY
KLTR,"Kaltura, Inc. - Common Stock",NASDAQ,Technology,Software - Application,210524624.0,150374742.0,,소프트웨어,EQUITY
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",NASDAQ,Energy,Oil & Gas Equipment & Services,58536948.0,20539280.0,,에너지,EQUITY
KMB,Kimberly-Clark Corporation - Common Stock,NASDAQ,Consumer Defensive,Household & Personal Products,33954179072.0,331940357.0,,필수소비재,EQUITY
KMDA,Kamada Ltd. - Ordinary Shares,NASDAQ,Healthcare,Drug Manufacturers - Specialty & Generic,430151136.0,57686056.0,,바이오/제약,EQUITY
KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,NASDAQ,Consumer Cyclical,Leisure,25531000.0,16600000.0,,여행/레저,EQUITY
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",NASDAQ,Healthcare,Medical Instruments & Supplies,1217084416.0,58373353.0,,헬스케어,EQUITY
KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",NASDAQ,Consumer Cyclical,Recreational Vehicles,70290760.0,100415365.0,,운송/모빌리티,EQUITY
KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",NASDAQ,Healthcare,Drug Manufacturers - Specialty & Generic,3992313600.0,46303276.0,,바이오/제약,EQUITY
KOD,Kodiak Sciences Inc - Common Stock,NASDAQ,Healthcare,Biotechnology,2131421696.0,62578441.0,,바이오/제약,EQUITY
KOPN,Kopin Corporation - Common Stock,NASDAQ,Technology,Electronic Components,915388352.0,185301283.0,,Electronic Components,EQUITY
KOSS,Koss Corporation - Common Stock,NASDAQ,Technology,Consumer Electronics,37013772.0,9466438.0,,Consumer Electronics,EQUITY
KPLT,"Katapult Holdings, Inc. - Common Stock",NASDAQ,Technology,Software - Infrastructure,30115168.0,4765058.0,,소프트웨어,EQUITY
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",NASDAQ,Healthcare,Biotechnology,11301447.0,4431940.0,,바이오/제약,EQUITY
KPTI,Karyopharm Therapeutics Inc. - Common Stock,NASDAQ,Healthcare,Biotechnology,215297968.0,22662943.0,,바이오/제약,EQUITY
KRMD,"KORU Medical Systems, Inc. - Common Stock",NASDAQ,Healthcare,Medical Instruments & Supplies,183732000.0,45933000.0,,헬스케어,EQUITY
KRNT,Kornit Digital Ltd. - Ordinary Shares,NASDAQ,Industrials,Specialty Industrial Machinery,730789312.0,46340477.0,,소매/유통,EQUITY
KRNY,Kearny Financial - Common Stock,NASDAQ,Financial Services,Banks - Regional,553179904.0,62932869.0,,금융,EQUITY
KROS,"Keros Therapeutics, Inc. - common stock",NASDAQ,Healthcare,Biotechnology,200887120.0,19791837.0,,바이오/제약,EQUITY
KRRO,"Korro Bio, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,167446048.0,14422571.0,,바이오/제약,EQUITY
KRT,Karat Packaging Inc. - Common Stock,NASDAQ,Consumer Cyclical,Packaging & Containers,600109760.0,19963731.0,,소재,EQUITY
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",NASDAQ,Consumer Cyclical,Restaurants,595003264.0,11147832.0,,여행/레저,EQUITY
KRYS,"Krystal Biotech, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,9373677568.0,29479756.0,,바이오/제약,EQUITY
KSCP,"Knightscope, Inc. - Class A Common Stock",NASDAQ,Industrials,Security & Protection Services,34330812.0,16916595.0,,산업재,EQUITY
KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,NASDAQ,Technology,Software - Infrastructure,15308596224.0,190027266.0,,소프트웨어,EQUITY
KTCC,Key Tronic Corporation - Common Stock,NASDAQ,Technology,Computer Hardware,40939448.0,10859269.0,,Computer Hardware,EQUITY
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",NASDAQ,Industrials,Aerospace & Defense,10829279232.0,187519984.0,,항공우주/방산,EQUITY
KTTA,Pasithea Therapeutics Corp. - Common Stock,NASDAQ,Healthcare,Biotechnology,19751280.0,33414448.0,,바이오/제약,EQUITY
KURA,"Kura Oncology, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,803408064.0,88774365.0,,바이오/제약,EQUITY
KUST,"Kustom Entertainment, Inc. - Common Stock",NASDAQ,Communication Services,Entertainment,1053124.0,626860.0,,통신/미디어,EQUITY
KVHI,"KVH Industries, Inc. - Common Stock",NASDAQ,Communication Services,Telecom Services,168070624.0,19497751.0,,통신/미디어,EQUITY
KWM,"K Wave Media, Ltd. - Ordinary Shares",NASDAQ,Communication Services,Entertainment,14448507.0,68476338.0,,통신/미디어,EQUITY
KXIN,Kaixin Holdings - Ordinary Shares,NASDAQ,Consumer Cyclical,Auto & Truck Dealerships,7987670.0,1509096.0,,운송/모빌리티,EQUITY
KYIV,Kyivstar Group Ltd. - Common Shares,NASDAQ,Communication Services,Telecom Services,3146671104.0,230863624.0,,통신/미디어,EQUITY
KYMR,"Kymera Therapeutics, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,7091015168.0,82257588.0,,바이오/제약,EQUITY
KYNB,"Kyntra Bio, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,28863040.0,4048112.0,,바이오/제약,EQUITY
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,489705440.0,60795212.0,,바이오/제약,EQUITY
LAB,Standard BioTools Inc. - Common Stock,NASDAQ,Healthcare,Medical Devices,347501632.0,391462923.0,,헬스케어,EQUITY
LABT,Lakewood-Amedex Biotherapeutics Inc. - Common Stock,NASDAQ,Healthcare,Biotechnology,10989449.0,14018673.0,,바이오/제약,EQUITY
LAES,SEALSQ Corp - Ordinary Shares,NASDAQ,Technology,Semiconductors,690599360.0,222773999.0,,반도체,EQUITY
LAKE,"Lakeland Industries, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Apparel Manufacturing,108363416.0,9869164.0,,Apparel Manufacturing,EQUITY
LAMR,Lamar Advertising Company - Class A Common Stock,NASDAQ,Real Estate,REIT - Specialty,15662683136.0,87055016.0,,소매/유통,EQUITY
LAND,Gladstone Land Corporation - Common Stock,NASDAQ,Real Estate,REIT - Specialty,386503680.0,43136573.0,,소매/유통,EQUITY
LARK,Landmark Bancorp Inc. - Common Stock,NASDAQ,Financial Services,Banks - Regional,182926560.0,6097552.0,,금융,EQUITY
LASE,Laser Photonics Corporation - Common Stock,NASDAQ,Industrials,Specialty Industrial Machinery,80471552.0,38319788.0,,소매/유통,EQUITY
LASR,"nLIGHT, Inc. - Common Stock",NASDAQ,Technology,Semiconductors,3929430784.0,56408709.0,,반도체,EQUITY
LAUR,"Laureate Education, Inc. - Common Stock",NASDAQ,Consumer Defensive,Education & Training Services,5145601536.0,139978289.0,,Education & Training Services,EQUITY
LAWR,"Robot Consulting Co., Ltd. - ADS",NASDAQ,Industrials,Consulting Services,172350000.0,45960000.0,,산업재,EQUITY
LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,NASDAQ,Industrials,Specialty Industrial Machinery,3996498.0,3204042.0,,소매/유통,EQUITY
LBRDA,Liberty Broadband Corporation - Class A Common Stock,NASDAQ,Communication Services,Telecom Services,4908546048.0,18254690.0,,통신/미디어,EQUITY
LBRDK,Liberty Broadband Corporation - Class C Common Stock,NASDAQ,Communication Services,Telecom Services,4906187264.0,124856052.0,,통신/미디어,EQUITY
LBRX,LB Pharmaceuticals Inc - Common Stock,NASDAQ,Healthcare,Biotechnology,814990464.0,28676652.0,,바이오/제약,EQUITY
LBTYA,Liberty Global Ltd. - Class A Common Shares,NASDAQ,Communication Services,Telecom Services,4212694016.0,175460330.0,,통신/미디어,EQUITY
LBTYB,Liberty Global Ltd. - Class B Common Shares,NASDAQ,Communication Services,Telecom Services,4598125568.0,12968658.0,,통신/미디어,EQUITY
LBTYK,Liberty Global Ltd. - Class C Common Shares,NASDAQ,Communication Services,Telecom Services,4060550400.0,149668449.0,,통신/미디어,EQUITY
LCFY,Locafy Limited - Ordinary Share,NASDAQ,Communication Services,Internet Content & Information,6134777.0,1799055.0,,통신/미디어,EQUITY
LCID,"Lucid Group, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Auto Manufacturers,2029335296.0,390256808.0,,운송/모빌리티,EQUITY
LCNB,LCNB Corporation - Common Stock,NASDAQ,Financial Services,Banks - Regional,248592832.0,14246007.0,,금융,EQUITY
LCUT,"Lifetime Brands, Inc. - Common Stock",NASDAQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",203181024.0,22855008.0,,Furnishings,EQUITY
LE,"Lands' End, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Apparel Retail,381494176.0,30740867.0,,소매/유통,EQUITY
LECO,"Lincoln Electric Holdings, Inc. - Common Shares",NASDAQ,Industrials,Tools & Accessories,14148771840.0,54787110.0,,산업재,EQUITY
LEDS,SemiLEDS Corporation - Common Stock,NASDAQ,Technology,Semiconductors,15689541.0,8257653.0,,반도체,EQUITY
LEE,"Lee Enterprises, Incorporated - Common Stock",NASDAQ,Communication Services,Publishing,219631776.0,22229936.0,,통신/미디어,EQUITY
LEGH,Legacy Housing Corporation - Common Stock,NASDAQ,Consumer Cyclical,Residential Construction,594540032.0,23781601.0,,산업재,EQUITY
LENZ,"LENZ Therapeutics, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,212269248.0,31354394.0,,바이오/제약,EQUITY
LESL,"Leslie's, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Specialty Retail,74594800.0,9359448.0,,소매/유통,EQUITY
LEXX,Lexaria Bioscience Corp. - Common Stock,NASDAQ,Healthcare,Biotechnology,15231885.0,24787446.0,,바이오/제약,EQUITY
LFCR,"Lifecore Biomedical, Inc. - Common Stock",NASDAQ,Healthcare,Drug Manufacturers - Specialty & Generic,211553056.0,37509407.0,,바이오/제약,EQUITY
LFMD,"LifeMD, Inc. - Common Stock",NASDAQ,Healthcare,Health Information Services,227303792.0,48362510.0,,헬스케어,EQUITY
LFST,"LifeStance Health Group, Inc. - Common Stock",NASDAQ,Healthcare,Medical Care Facilities,3245592576.0,381834432.0,,헬스케어,EQUITY
LFTO,"Liftoff Mobile, Inc. - Common Stock",NASDAQ,Communication Services,Advertising Agencies,4145211136.0,169330527.0,,통신/미디어,EQUITY
LFUS,"Littelfuse, Inc. - Common Stock",NASDAQ,Technology,Electronic Components,11939903488.0,25288904.0,,Electronic Components,EQUITY
LFVN,Lifevantage Corporation - Common Stock,NASDAQ,Consumer Defensive,Packaged Foods,114173192.0,12615822.0,,필수소비재,EQUITY
LFWD,Lifeward Ltd. - Ordinary Shares,NASDAQ,Healthcare,Medical Devices,19081694.0,2814409.0,,헬스케어,EQUITY
LGCL,Lucas GC Limited - Class A Ordinary Shares,NASDAQ,Technology,Software - Application,77022728.0,42790404.0,,소프트웨어,EQUITY
LGIH,"LGI Homes, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Residential Construction,1255704704.0,23232279.0,,산업재,EQUITY
LGN,Legence Corp. - Class A Common stock,NASDAQ,Industrials,Engineering & Construction,14125276160.0,76866798.0,,산업재,EQUITY
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,NASDAQ,Healthcare,Biotechnology,5121292288.0,20041061.0,,바이오/제약,EQUITY
LGO,Largo Inc. - Common Shares,NASDAQ,Basic Materials,Other Industrial Metals & Mining,81069496.0,101336861.0,,소재,EQUITY
LGVN,Longeveron Inc. - Class A Common stock,NASDAQ,Healthcare,Biotechnology,24728556.0,30148947.0,,바이오/제약,EQUITY
LHAI,Linkhome Holdings Inc. - Common stock,NASDAQ,Real Estate,Real Estate Services,12172500.0,16230000.0,,부동산/리츠,EQUITY
LHSW,Lianhe Sowell International Group Ltd - Class A Ordinary Shares,NASDAQ,Technology,Software - Infrastructure,8250000.0,55000000.0,,소프트웨어,EQUITY
LICN,Lichen International Limited - Class A Ordinary Shares,NASDAQ,Industrials,Specialty Business Services,46351844.0,16326825.0,,소매/유통,EQUITY
LIDR,"AEye, Inc. - Class A Common Stock",NASDAQ,Technology,Software - Infrastructure,74103712.0,46314820.0,,소프트웨어,EQUITY
LIEN,"Chicago Atlantic BDC, Inc. - Common Stock",NASDAQ,Financial Services,Asset Management,228205904.0,22820590.0,,금융,EQUITY
LIF,"Life360, Inc. - Common Stock",NASDAQ,Technology,Software - Application,3666683904.0,81031691.0,,소프트웨어,EQUITY
LIFE,Ethos Technologies Inc. - Class A Common Stock,NASDAQ,Financial Services,Insurance Brokers,1484097792.0,30914997.0,,보험,EQUITY
LILA,Liberty Latin America Ltd. - Class A Common Stock,NASDAQ,Communication Services,Telecom Services,1643424000.0,37800000.0,,통신/미디어,EQUITY
LILAK,Liberty Latin America Ltd. - Class C Common Stock,NASDAQ,Communication Services,Telecom Services,1651479936.0,161100000.0,,통신/미디어,EQUITY
LILAV,Liberty Latin America Ltd. - Class A Common Stock Ex-Distribution When Issued,NASDAQ,Communication Services,Telecom Services,,,,통신/미디어,EQUITY
LILKV,Liberty Latin America Ltd. - Class C Common Stock Ex-Distribution When Issued,NASDAQ,Communication Services,Telecom Services,,,,통신/미디어,EQUITY
LIMN,"Liminatus Pharma, Inc. - Class A Common Stock",NASDAQ,Healthcare,Biotechnology,5475071.0,44877633.0,,바이오/제약,EQUITY
LIN,Linde plc - Ordinary Shares,NASDAQ,Basic Materials,Specialty Chemicals,242071175168.0,462347310.0,,소매/유통,EQUITY
LINC,Lincoln Educational Services Corporation - Common Stock,NASDAQ,Consumer Defensive,Education & Training Services,1463911680.0,31720728.0,,Education & Training Services,EQUITY
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,NASDAQ,Consumer Cyclical,Travel Services,1538320000.0,65600000.0,,여행/레저,EQUITY
LINE,"Lineage, Inc. - Common Stock",NASDAQ,Real Estate,REIT - Industrial,11138219008.0,227674365.0,,부동산/리츠,EQUITY
LINK,"Interlink Electronics, Inc. - Common Stock",NASDAQ,Technology,Electronic Components,69142528.0,15750007.0,,Electronic Components,EQUITY
LIQT,"LiqTech International, Inc. - Common Stock",NASDAQ,Industrials,Pollution & Treatment Controls,28664620.0,32947841.0,,산업재,EQUITY
LITE,Lumentum Holdings Inc. - Common Stock,NASDAQ,Technology,Communication Equipment,71697367040.0,77800000.0,,통신/미디어,EQUITY
LITS,"Lite Strategy, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,25216076.0,34025200.0,,바이오/제약,EQUITY
LIVE,Live Ventures Incorporated - Common Stock,NASDAQ,Consumer Cyclical,Home Improvement Retail,30409394.0,3071656.0,,소매/유통,EQUITY
LIVN,LivaNova PLC - Ordinary Shares,NASDAQ,Healthcare,Medical Devices,4361173504.0,54933538.0,,헬스케어,EQUITY
LIXT,"Lixte Biotechnology Holdings, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,107622128.0,17386450.0,,바이오/제약,EQUITY
LKFN,Lakeland Financial Corporation - Common Stock,NASDAQ,Financial Services,Banks - Regional,1540407040.0,24913586.0,,금융,EQUITY
LKQ,LKQ Corporation - Common Stock,NASDAQ,Consumer Cyclical,Auto Parts,6675520000.0,254790835.0,,운송/모빌리티,EQUITY
LLYVA,"Liberty Live Holdings, Inc. - Series A Liberty Live Group Common Stock",NASDAQ,Communication Services,Entertainment,8917989376.0,25573685.0,,통신/미디어,EQUITY
LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",NASDAQ,Communication Services,Entertainment,9274967040.0,63899793.0,,통신/미디어,EQUITY
LMAT,"LeMaitre Vascular, Inc. - Common Stock",NASDAQ,Healthcare,Medical Instruments & Supplies,2101353984.0,22850739.0,,헬스케어,EQUITY
LMB,"Limbach Holdings, Inc. - Common Stock",NASDAQ,Industrials,Building Products & Equipment,942837120.0,11921067.0,,산업재,EQUITY
LMFA,"LM Funding America, Inc. - Common Stock",NASDAQ,Financial Services,Capital Markets,3619685.0,17352281.0,,금융,EQUITY
LMNR,Limoneira Co - Common Stock,NASDAQ,Consumer Defensive,Farm Products,234990832.0,18132007.0,,Farm Products,EQUITY
LMRI,"Lumexa Imaging Holdings, Inc. - Common Stock",NASDAQ,Healthcare,Medical Devices,926218304.0,96080735.0,,헬스케어,EQUITY
LNAI,Lunai Bioworks Inc. - Common Stock,NASDAQ,Healthcare,Biotechnology,10926675.0,4533890.0,,바이오/제약,EQUITY
LNKS,Linkers Industries Limited - Class A Ordinary Shares,NASDAQ,Industrials,Electrical Equipment & Parts,2522382.0,1356613.0,,산업재,EQUITY
LNSR,"LENSAR, Inc. - Common Stock",NASDAQ,Healthcare,Medical Devices,70447192.0,12104328.0,,헬스케어,EQUITY
LNT,Alliant Energy Corporation - Common Stock,NASDAQ,Utilities,Utilities - Regulated Electric,18882633728.0,258277037.0,,유틸리티,EQUITY
LNTH,"Lantheus Holdings, Inc. - Common Stock",NASDAQ,Healthcare,Drug Manufacturers - Specialty & Generic,6804887040.0,65106082.0,,바이오/제약,EQUITY
LNZA,"LanzaTech Global, Inc. - Common Stock",NASDAQ,Industrials,Waste Management,68063648.0,13089163.0,,산업재,EQUITY
LOAN,"Manhattan Bridge Capital, Inc - Common Stock",NASDAQ,Real Estate,REIT - Mortgage,49831972.0,11429351.0,,금융,EQUITY
LOBO,LOBO TECHNOLOGIES LTD. - Class A Ordinary Shares,NASDAQ,Consumer Cyclical,Auto Manufacturers,10957278.0,10111618.0,,운송/모빌리티,EQUITY
LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Restaurants,476320864.0,30455298.0,,여행/레저,EQUITY
LOGI,Logitech International S.A. - Registered Shares,NASDAQ,Technology,Computer Hardware,15905177600.0,143535585.0,,Computer Hardware,EQUITY
LONA,"LeonaBio, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,78435848.0,9393514.0,,바이오/제약,EQUITY
LOOP,"Loop Industries, Inc. - Common Stock",NASDAQ,Basic Materials,Specialty Chemicals,46009732.0,48380371.0,,소매/유통,EQUITY
LOPE,"Grand Canyon Education, Inc. - Common Stock",NASDAQ,Consumer Defensive,Education & Training Services,3910593536.0,26514296.0,,Education & Training Services,EQUITY
LOVE,The Lovesac Company - Common Stock,NASDAQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",239338144.0,14638418.0,,Furnishings,EQUITY
LPCN,Lipocine Inc. - Common Stock,NASDAQ,Healthcare,Biotechnology,18632012.0,8244253.0,,바이오/제약,EQUITY
LPLA,LPL Financial Holdings Inc. - Common Stock,NASDAQ,Financial Services,Capital Markets,23647733760.0,79982861.0,,금융,EQUITY
LPRO,Open Lending Corporation - Common Stock,NASDAQ,Financial Services,Credit Services,257713248.0,118217082.0,,금융,EQUITY
LPSN,"LivePerson, Inc. - Common Stock",NASDAQ,Technology,Software - Application,24960854.0,12176027.0,,소프트웨어,EQUITY
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",NASDAQ,Technology,Electronic Components,895376960.0,62789407.0,,Electronic Components,EQUITY
LQDA,Liquidia Corporation - Common Stock,NASDAQ,Healthcare,Drug Manufacturers - Specialty & Generic,6334348800.0,88928099.0,,바이오/제약,EQUITY
LQDT,"Liquidity Services, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Internet Retail,1183015936.0,31181231.0,,소매/유통,EQUITY
LRCX,Lam Research Corporation - Common Stock,NASDAQ,Technology,Semiconductor Equipment & Materials,458721951744.0,1250571000.0,,반도체,EQUITY
LRHC,La Rosa Holdings Corp. - Common Stock,NASDAQ,Real Estate,Real Estate Services,1583759.0,1616081.0,,부동산/리츠,EQUITY
LRMR,"Larimar Therapeutics, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,360473792.0,103882937.0,,바이오/제약,EQUITY
LSAK,"Lesaka Technologies, Inc. - Common Stock",NASDAQ,Technology,Software - Infrastructure,402960224.0,85736223.0,,소프트웨어,EQUITY
LSBK,"Lake Shore Bancorp, Inc. - Common Stock",NASDAQ,Financial Services,Banks - Regional,128006224.0,7862790.0,,금융,EQUITY
LSCC,Lattice Semiconductor Corporation - Common Stock,NASDAQ,Technology,Semiconductors,19801745408.0,137007857.0,,반도체,EQUITY
LSE,"Leishen Energy Holding Co., Ltd. - Class A Ordinary Shares",NASDAQ,Energy,Oil & Gas Equipment & Services,67163624.0,4315000.0,,에너지,EQUITY
LSH,Lakeside Holding Limited - Common Stock,NASDAQ,Industrials,Integrated Freight & Logistics,19107296.0,34427559.0,,운송/모빌리티,EQUITY
LSTA,"Lisata Therapeutics, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,32418752.0,9106391.0,,바이오/제약,EQUITY
LSTR,"Landstar System, Inc. - Common Stock",NASDAQ,Industrials,Integrated Freight & Logistics,7609079296.0,33928210.0,,운송/모빌리티,EQUITY
LTBR,Lightbridge Corporation - Common Stock,NASDAQ,Industrials,Electrical Equipment & Parts,308738176.0,32844487.0,,산업재,EQUITY
LTRN,Lantern Pharma Inc. - Common Stock,NASDAQ,Healthcare,Biotechnology,49504424.0,12758872.0,,바이오/제약,EQUITY
LTRX,"Lantronix, Inc. - Common Stock",NASDAQ,Technology,Communication Equipment,299323680.0,44608597.0,,통신/미디어,EQUITY
LUCD,Lucid Diagnostics Inc. - Common Stock,NASDAQ,Healthcare,Medical Devices,183274208.0,190771543.0,,헬스케어,EQUITY
LUCY,"Innovative Eyewear, Inc. - Common Stock",NASDAQ,Healthcare,Medical Instruments & Supplies,5571884.0,6403728.0,,헬스케어,EQUITY
LULU,lululemon athletica inc. - Common Stock,NASDAQ,Consumer Cyclical,Apparel Retail,13486798848.0,108437957.0,,소매/유통,EQUITY
LUNG,Pulmonx Corporation - Common Stock,NASDAQ,Healthcare,Medical Devices,57864968.0,42237203.0,,헬스케어,EQUITY
LUNR,"Intuitive Machines, Inc. - Class A Common Stock",NASDAQ,Industrials,Aerospace & Defense,4271240448.0,160452309.0,,항공우주/방산,EQUITY
LVLU,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Apparel Retail,21998630.0,2864405.0,,소매/유통,EQUITY
LVO,"LiveOne, Inc. - Common Stock",NASDAQ,Communication Services,Internet Content & Information,84329984.0,13471243.0,,통신/미디어,EQUITY
LWAY,"Lifeway Foods, Inc. - Common Stock",NASDAQ,Consumer Defensive,Packaged Foods,383116928.0,15281888.0,,필수소비재,EQUITY
LWLG,"Lightwave Logic, Inc. - Common Stock",NASDAQ,Basic Materials,Specialty Chemicals,1477623680.0,154079632.0,,소매/유통,EQUITY
LXEO,"Lexeo Therapeutics, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,343139520.0,78521634.0,,바이오/제약,EQUITY
